subject,predicate,object
biolink:Phenomenon,biolink:physically_interacts_with,biolink:Protein
biolink:BiologicalEntity,biolink:physically_interacts_with,biolink:Protein
biolink:Procedure,biolink:occurs_in,biolink:Protein
biolink:InformationContentEntity,biolink:occurs_in,biolink:Protein
biolink:Phenomenon,biolink:quantifier_qualifier,biolink:Protein
biolink:Disease,biolink:affects,biolink:Protein
biolink:InformationContentEntity,biolink:affects,biolink:Protein
biolink:CellularComponent,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:Gene,biolink:derives_into,biolink:Protein
biolink:Protein,biolink:close_match,biolink:NamedThing
biolink:MolecularActivity,biolink:produces,biolink:NamedThing
biolink:GenomicEntity,biolink:subclass_of,biolink:MolecularEntity
biolink:IndividualOrganism,biolink:derives_into,biolink:MolecularEntity
biolink:DiseaseOrPhenotypicFeature,biolink:related_to,biolink:CellularComponent
biolink:Disease,biolink:related_to,biolink:CellularComponent
biolink:Procedure,biolink:related_to,biolink:CellularComponent
biolink:MolecularActivity,biolink:part_of,biolink:CellularComponent
biolink:OrganismalEntity,biolink:located_in,biolink:CellularComponent
biolink:Activity,biolink:produces,biolink:CellularComponent
biolink:CellularComponent,biolink:part_of,biolink:MolecularEntity
biolink:Protein,biolink:subclass_of,biolink:NamedThing
biolink:MolecularActivity,biolink:physically_interacts_with,biolink:Cell
biolink:MolecularActivity,biolink:positively_regulates_entity_to_entity,biolink:Cell
biolink:GenomicEntity,biolink:coexists_with,biolink:CellularComponent
biolink:MolecularEntity,biolink:coexists_with,biolink:CellularComponent
biolink:ChemicalSubstance,biolink:physically_interacts_with,biolink:CellularComponent
biolink:IndividualOrganism,biolink:related_to,biolink:CellularComponent
biolink:CellularComponent,biolink:located_in,biolink:InformationContentEntity
biolink:BiologicalEntity,biolink:located_in,biolink:InformationContentEntity
biolink:PopulationOfIndividualOrganisms,biolink:located_in,biolink:InformationContentEntity
biolink:ChemicalSubstance,biolink:located_in,biolink:InformationContentEntity
biolink:MolecularActivity,biolink:disrupts,biolink:GrossAnatomicalStructure
biolink:BiologicalEntity,biolink:close_match,biolink:AnatomicalEntity
biolink:Gene,biolink:part_of,biolink:ChemicalSubstance
biolink:IndividualOrganism,biolink:derives_into,biolink:ChemicalSubstance
biolink:GenomicEntity,biolink:subclass_of,biolink:CellularComponent
biolink:ChemicalSubstance,biolink:subclass_of,biolink:CellularComponent
biolink:Device,biolink:subclass_of,biolink:CellularComponent
biolink:Protein,biolink:subclass_of,biolink:CellularComponent
biolink:GenomicEntity,biolink:related_to,biolink:CellularComponent
biolink:PathologicalProcess,biolink:part_of,biolink:CellularComponent
biolink:Phenomenon,biolink:positively_regulates,biolink:CellularComponent
biolink:Phenomenon,biolink:affects,biolink:CellularComponent
biolink:BiologicalEntity,biolink:related_to,biolink:Protein
biolink:InformationContentEntity,biolink:related_to,biolink:Protein
biolink:MolecularActivity,biolink:related_to,biolink:Protein
biolink:Procedure,biolink:located_in,biolink:Protein
biolink:NamedThing,biolink:quantifier_qualifier,biolink:Protein
biolink:MolecularEntity,biolink:has_input,biolink:Protein
biolink:PathologicalProcess,biolink:produces,biolink:Protein
biolink:GeneFamily,biolink:close_match,biolink:Protein
biolink:GenomicEntity,biolink:occurs_in,biolink:Protein
biolink:Procedure,biolink:affects,biolink:Protein
biolink:DiseaseOrPhenotypicFeature,biolink:produces,biolink:Protein
biolink:AnatomicalEntity,biolink:produces,biolink:Protein
biolink:CellularComponent,biolink:close_match,biolink:MolecularEntity
biolink:QuantityValue,biolink:close_match,biolink:Cell
biolink:Procedure,biolink:subclass_of,biolink:Cell
biolink:PathologicalProcess,biolink:related_to,biolink:CellularComponent
biolink:Gene,biolink:close_match,biolink:NamedThing
biolink:NamedThing,biolink:quantifier_qualifier,biolink:NamedThing
biolink:GenomicEntity,biolink:positively_regulates_entity_to_entity,biolink:NamedThing
biolink:Procedure,biolink:has_input,biolink:CellularComponent
biolink:NoncodingRNAProduct,biolink:close_match,biolink:ChemicalSubstance
biolink:Cell,biolink:related_to,biolink:CellularComponent
biolink:Disease,biolink:subclass_of,biolink:CellularComponent
biolink:PhenotypicFeature,biolink:close_match,biolink:CellularComponent
biolink:Disease,biolink:subclass_of,biolink:MolecularEntity
biolink:PhysiologicalProcess,biolink:physically_interacts_with,biolink:MolecularEntity
biolink:GrossAnatomicalStructure,biolink:negatively_regulates_entity_to_entity,biolink:MolecularEntity
biolink:Cell,biolink:derives_into,biolink:MolecularEntity
biolink:Protein,biolink:coexists_with,biolink:CellularComponent
biolink:Gene,biolink:coexists_with,biolink:CellularComponent
biolink:MolecularEntity,biolink:physically_interacts_with,biolink:CellularComponent
biolink:Protein,biolink:physically_interacts_with,biolink:CellularComponent
biolink:Gene,biolink:physically_interacts_with,biolink:CellularComponent
biolink:Cell,biolink:physically_interacts_with,biolink:CellularComponent
biolink:GenomicEntity,biolink:physically_interacts_with,biolink:CellularComponent
biolink:PhysiologicalProcess,biolink:occurs_in,biolink:CellularComponent
biolink:PhysiologicalProcess,biolink:affects,biolink:CellularComponent
biolink:MolecularActivity,biolink:affects,biolink:CellularComponent
biolink:GenomicEntity,biolink:produces,biolink:CellularComponent
biolink:Cell,biolink:produces,biolink:CellularComponent
biolink:GrossAnatomicalStructure,biolink:produces,biolink:CellularComponent
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:CellularComponent
biolink:Gene,biolink:negatively_regulates_entity_to_entity,biolink:CellularComponent
biolink:MolecularEntity,biolink:positively_regulates_entity_to_entity,biolink:CellularComponent
biolink:Gene,biolink:derives_into,biolink:CellularComponent
biolink:MolecularActivity,biolink:disrupts,biolink:CellularComponent
biolink:Phenomenon,biolink:disrupts,biolink:CellularComponent
biolink:Transcript,biolink:close_match,biolink:ChemicalSubstance
biolink:InformationContentEntity,biolink:occurs_in,biolink:ChemicalSubstance
biolink:NamedThing,biolink:part_of,biolink:NamedThing
biolink:QuantityValue,biolink:close_match,biolink:CellularComponent
biolink:PhysiologicalProcess,biolink:subclass_of,biolink:CellularComponent
biolink:AnatomicalEntity,biolink:subclass_of,biolink:CellularComponent
biolink:Device,biolink:affects,biolink:GrossAnatomicalStructure
biolink:Activity,biolink:coexists_with,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:manifestation_of,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:physically_interacts_with,biolink:Cell
biolink:InformationContentEntity,biolink:subclass_of,biolink:Cell
biolink:Protein,biolink:related_to,biolink:Cell
biolink:InformationContentEntity,biolink:disrupts,biolink:Cell
biolink:AnatomicalEntity,biolink:positively_regulates,biolink:Cell
biolink:PhysiologicalProcess,biolink:positively_regulates,biolink:Cell
biolink:GenomicEntity,biolink:close_match,biolink:GrossAnatomicalStructure
biolink:CellularComponent,biolink:disrupts,biolink:CellularComponent
biolink:NamedThing,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:QuantityValue,biolink:close_match,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:related_to,biolink:PhysiologicalProcess
biolink:Disease,biolink:related_to,biolink:PhysiologicalProcess
biolink:PathologicalProcess,biolink:coexists_with,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:precedes,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:PhysiologicalProcess,biolink:quantifier_qualifier,biolink:PhysiologicalProcess
biolink:Procedure,biolink:biomarker_for,biolink:PhysiologicalProcess
biolink:Device,biolink:treats,biolink:PhysiologicalProcess
biolink:Activity,biolink:positively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:positively_regulates_entity_to_entity,biolink:PhysiologicalProcess
biolink:DiseaseOrPhenotypicFeature,biolink:predisposes,biolink:PhysiologicalProcess
biolink:Activity,biolink:close_match,biolink:InformationContentEntity
biolink:Drug,biolink:disrupts,biolink:GrossAnatomicalStructure
biolink:Device,biolink:located_in,biolink:CellularComponent
biolink:Activity,biolink:located_in,biolink:CellularComponent
biolink:NamedThing,biolink:occurs_in,biolink:CellularComponent
biolink:OrganismTaxon,biolink:close_match,biolink:GrossAnatomicalStructure
biolink:Activity,biolink:occurs_in,biolink:GrossAnatomicalStructure
biolink:NamedThing,biolink:affects,biolink:NamedThing
biolink:BiologicalEntity,biolink:physically_interacts_with,biolink:NamedThing
biolink:IndividualOrganism,biolink:produces,biolink:NamedThing
biolink:Protein,biolink:produces,biolink:NamedThing
biolink:Protein,biolink:negatively_regulates_entity_to_entity,biolink:NamedThing
biolink:BiologicalEntity,biolink:coexists_with,biolink:Protein
biolink:Disease,biolink:coexists_with,biolink:CellularComponent
biolink:MolecularEntity,biolink:causes,biolink:CellularComponent
biolink:Procedure,biolink:biomarker_for,biolink:CellularComponent
biolink:MolecularEntity,biolink:treats,biolink:CellularComponent
biolink:ChemicalSubstance,biolink:treats,biolink:CellularComponent
biolink:Procedure,biolink:treats,biolink:CellularComponent
biolink:Protein,biolink:treats,biolink:CellularComponent
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:CellularComponent
biolink:Cell,biolink:disrupts,biolink:GrossAnatomicalStructure
biolink:MolecularActivity,biolink:subclass_of,biolink:PhysiologicalProcess
biolink:AnatomicalEntity,biolink:coexists_with,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:positively_regulates,biolink:PhysiologicalProcess
biolink:IndividualOrganism,biolink:affects,biolink:PhysiologicalProcess
biolink:ChemicalSubstance,biolink:interacts_with,biolink:PhysiologicalProcess
biolink:NamedThing,biolink:disrupts,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:disrupts,biolink:PhysiologicalProcess
biolink:Disease,biolink:coexists_with,biolink:Cell
biolink:ChemicalSubstance,biolink:causes,biolink:Cell
biolink:Gene,biolink:causes,biolink:Cell
biolink:NamedThing,biolink:causes,biolink:Cell
biolink:MolecularEntity,biolink:causes,biolink:Cell
biolink:GenomicEntity,biolink:causes,biolink:Cell
biolink:Procedure,biolink:biomarker_for,biolink:Cell
biolink:Procedure,biolink:treats,biolink:Cell
biolink:ChemicalSubstance,biolink:treats,biolink:Cell
biolink:MolecularEntity,biolink:treats,biolink:Cell
biolink:MolecularEntity,biolink:negatively_regulates_entity_to_entity,biolink:Cell
biolink:ChemicalSubstance,biolink:negatively_regulates_entity_to_entity,biolink:Cell
biolink:DiseaseOrPhenotypicFeature,biolink:disrupts,biolink:CellularComponent
biolink:BiologicalProcess,biolink:close_match,biolink:CellularComponent
biolink:Phenomenon,biolink:occurs_in,biolink:AnatomicalEntity
biolink:Procedure,biolink:close_match,biolink:PhysiologicalProcess
biolink:BiologicalEntity,biolink:negatively_regulates_entity_to_entity,biolink:NamedThing
biolink:Disease,biolink:quantifier_qualifier,biolink:MolecularEntity
biolink:Phenomenon,biolink:close_match,biolink:Cell
biolink:AnatomicalEntity,biolink:located_in,biolink:Disease
biolink:Device,biolink:located_in,biolink:Disease
biolink:PathologicalProcess,biolink:located_in,biolink:Disease
biolink:Gene,biolink:part_of,biolink:Disease
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:Disease
biolink:InformationContentEntity,biolink:located_in,biolink:Disease
biolink:Procedure,biolink:located_in,biolink:Disease
biolink:GenomicEntity,biolink:affects,biolink:Disease
biolink:MolecularEntity,biolink:part_of,biolink:Disease
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:Disease
biolink:Gene,biolink:located_in,biolink:Disease
biolink:Phenomenon,biolink:located_in,biolink:Disease
biolink:MolecularEntity,biolink:located_in,biolink:Disease
biolink:PhysiologicalProcess,biolink:located_in,biolink:Disease
biolink:GrossAnatomicalStructure,biolink:part_of,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:part_of,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:part_of,biolink:DiseaseOrPhenotypicFeature
biolink:AnatomicalEntity,biolink:part_of,biolink:DiseaseOrPhenotypicFeature
biolink:PathologicalProcess,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:Device,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:InformationContentEntity,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:Procedure,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:ChemicalSubstance,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:PhysiologicalProcess,biolink:located_in,biolink:DiseaseOrPhenotypicFeature
biolink:Disease,biolink:part_of,biolink:AnatomicalEntity
biolink:CellularComponent,biolink:positively_regulates,biolink:CellularComponent
biolink:Disease,biolink:subclass_of,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:IndividualOrganism
biolink:PhysicalEntity,biolink:close_match,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:close_match,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:part_of,biolink:IndividualOrganism
biolink:Phenomenon,biolink:part_of,biolink:IndividualOrganism
biolink:Procedure,biolink:part_of,biolink:IndividualOrganism
biolink:Disease,biolink:located_in,biolink:IndividualOrganism
biolink:PathologicalProcess,biolink:located_in,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:IndividualOrganism
biolink:CellularComponent,biolink:located_in,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:located_in,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:located_in,biolink:IndividualOrganism
biolink:GrossAnatomicalStructure,biolink:located_in,biolink:IndividualOrganism
biolink:Phenomenon,biolink:located_in,biolink:IndividualOrganism
biolink:PhysiologicalProcess,biolink:located_in,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:located_in,biolink:IndividualOrganism
biolink:PopulationOfIndividualOrganisms,biolink:physically_interacts_with,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:occurs_in,biolink:IndividualOrganism
biolink:Phenomenon,biolink:occurs_in,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:occurs_in,biolink:IndividualOrganism
biolink:Procedure,biolink:occurs_in,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:occurs_in,biolink:IndividualOrganism
biolink:GrossAnatomicalStructure,biolink:occurs_in,biolink:IndividualOrganism
biolink:CellularComponent,biolink:occurs_in,biolink:IndividualOrganism
biolink:Cell,biolink:occurs_in,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:occurs_in,biolink:IndividualOrganism
biolink:CellularComponent,biolink:affects,biolink:IndividualOrganism
biolink:Gene,biolink:affects,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:affects,biolink:IndividualOrganism
biolink:Drug,biolink:affects,biolink:IndividualOrganism
biolink:Activity,biolink:affects,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:affects,biolink:IndividualOrganism
biolink:Device,biolink:affects,biolink:IndividualOrganism
biolink:Protein,biolink:treats,biolink:IndividualOrganism
biolink:Device,biolink:treats,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:treats,biolink:IndividualOrganism
biolink:MolecularActivity,biolink:treats,biolink:IndividualOrganism
biolink:Gene,biolink:treats,biolink:IndividualOrganism
biolink:InformationContentEntity,biolink:treats,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:treats,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:treats,biolink:IndividualOrganism
