subject,predicate,object
biolink:MolecularEntity,biolink:contraindicated_for,biolink:DiseaseOrPhenotypicFeature
biolink:MolecularEntity,biolink:contraindicated_for,biolink:PhenotypicFeature
biolink:NamedThing,biolink:subclass_of,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:subclass_of,biolink:IndividualOrganism
biolink:OrganismalEntity,biolink:subclass_of,biolink:IndividualOrganism
biolink:IndividualOrganism,biolink:subclass_of,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:subclass_of,biolink:IndividualOrganism
biolink:Drug,biolink:subclass_of,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:subclass_of,biolink:IndividualOrganism
biolink:NamedThing,biolink:located_in,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:located_in,biolink:IndividualOrganism
biolink:ChemicalSubstance,biolink:located_in,biolink:IndividualOrganism
biolink:Drug,biolink:located_in,biolink:IndividualOrganism
biolink:MolecularEntity,biolink:located_in,biolink:IndividualOrganism
biolink:AnatomicalEntity,biolink:located_in,biolink:IndividualOrganism
biolink:OrganismalEntity,biolink:located_in,biolink:IndividualOrganism
biolink:Metabolite,biolink:located_in,biolink:IndividualOrganism
biolink:Gene,biolink:located_in,biolink:IndividualOrganism
biolink:GenomicEntity,biolink:located_in,biolink:IndividualOrganism
biolink:Protein,biolink:located_in,biolink:IndividualOrganism
biolink:NamedThing,biolink:occurs_in,biolink:IndividualOrganism
biolink:BiologicalEntity,biolink:occurs_in,biolink:IndividualOrganism
biolink:Disease,biolink:occurs_in,biolink:IndividualOrganism
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:IndividualOrganism
biolink:PhenotypicFeature,biolink:occurs_in,biolink:IndividualOrganism
biolink:OntologyClass,biolink:located_in,biolink:ChemicalSubstance
biolink:OntologyClass,biolink:located_in,biolink:Drug
biolink:Disease,biolink:occurs_in,biolink:ChemicalSubstance
biolink:Disease,biolink:occurs_in,biolink:Drug
biolink:Disease,biolink:occurs_in,biolink:MolecularEntity
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:ChemicalSubstance
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:Drug
biolink:DiseaseOrPhenotypicFeature,biolink:occurs_in,biolink:MolecularEntity
biolink:PhenotypicFeature,biolink:occurs_in,biolink:ChemicalSubstance
biolink:PhenotypicFeature,biolink:occurs_in,biolink:Drug
biolink:PhenotypicFeature,biolink:occurs_in,biolink:MolecularEntity
biolink:OrganismTaxon,biolink:negatively_regulates_entity_to_entity,biolink:ChemicalSubstance
biolink:OrganismTaxon,biolink:negatively_regulates_entity_to_entity,biolink:Drug
biolink:AnatomicalEntity,biolink:chemically_similar_to,biolink:AnatomicalEntity
biolink:AnatomicalEntity,biolink:chemically_similar_to,biolink:OrganismalEntity
biolink:OrganismalEntity,biolink:chemically_similar_to,biolink:AnatomicalEntity
biolink:OrganismalEntity,biolink:chemically_similar_to,biolink:OrganismalEntity
biolink:InformationContentEntity,biolink:part_of,biolink:NamedThing
biolink:InformationContentEntity,biolink:part_of,biolink:BiologicalEntity
biolink:InformationContentEntity,biolink:part_of,biolink:ChemicalSubstance
biolink:InformationContentEntity,biolink:part_of,biolink:Drug
biolink:InformationContentEntity,biolink:part_of,biolink:MolecularEntity
biolink:RNAProduct,biolink:close_match,biolink:ChemicalSubstance
biolink:RNAProduct,biolink:close_match,biolink:Drug
biolink:RNAProduct,biolink:close_match,biolink:MolecularEntity
biolink:Transcript,biolink:close_match,biolink:ChemicalSubstance
biolink:Transcript,biolink:close_match,biolink:Drug
biolink:Transcript,biolink:close_match,biolink:MolecularEntity
biolink:BiologicalEntity,biolink:participates_in,biolink:Procedure
biolink:AnatomicalEntity,biolink:participates_in,biolink:NamedThing
biolink:AnatomicalEntity,biolink:participates_in,biolink:Procedure
biolink:OrganismalEntity,biolink:participates_in,biolink:NamedThing
biolink:OrganismalEntity,biolink:participates_in,biolink:Procedure
biolink:Device,biolink:participates_in,biolink:NamedThing
biolink:Device,biolink:participates_in,biolink:Procedure
biolink:Device,biolink:affects,biolink:NamedThing
biolink:Phenomenon,biolink:positively_regulates,biolink:NamedThing
biolink:RNAProduct,biolink:positively_regulates,biolink:NamedThing
biolink:Transcript,biolink:positively_regulates,biolink:NamedThing
biolink:InformationContentEntity,biolink:manifestation_of,biolink:NamedThing
biolink:NamedThing,biolink:negatively_regulates_process_to_process,biolink:NamedThing
biolink:Phenomenon,biolink:negatively_regulates_process_to_process,biolink:NamedThing
biolink:NamedThing,biolink:regulates_process_to_process,biolink:NamedThing
biolink:Phenomenon,biolink:regulates_process_to_process,biolink:NamedThing
biolink:NamedThing,biolink:positively_regulates_process_to_process,biolink:NamedThing
biolink:Phenomenon,biolink:positively_regulates_process_to_process,biolink:NamedThing
biolink:Phenomenon,biolink:regulates,biolink:NamedThing
biolink:Phenomenon,biolink:negatively_regulates,biolink:NamedThing
biolink:BiologicalEntity,biolink:subclass_of,biolink:Procedure
biolink:Disease,biolink:subclass_of,biolink:Procedure
biolink:DiseaseOrPhenotypicFeature,biolink:subclass_of,biolink:Procedure
biolink:PhenotypicFeature,biolink:subclass_of,biolink:Procedure
biolink:Phenomenon,biolink:subclass_of,biolink:Disease
biolink:Phenomenon,biolink:subclass_of,biolink:DiseaseOrPhenotypicFeature
biolink:Phenomenon,biolink:subclass_of,biolink:PhenotypicFeature
biolink:Disease,biolink:located_in,biolink:ChemicalSubstance
biolink:Disease,biolink:located_in,biolink:Drug
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:ChemicalSubstance
biolink:DiseaseOrPhenotypicFeature,biolink:located_in,biolink:Drug
biolink:PhenotypicFeature,biolink:located_in,biolink:ChemicalSubstance
biolink:PhenotypicFeature,biolink:located_in,biolink:Drug
biolink:NamedThing,biolink:capable_of,biolink:ChemicalSubstance
biolink:NamedThing,biolink:capable_of,biolink:Drug
biolink:BiologicalEntity,biolink:capable_of,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:capable_of,biolink:Drug
biolink:MolecularEntity,biolink:capable_of,biolink:ChemicalSubstance
biolink:MolecularEntity,biolink:capable_of,biolink:Drug
biolink:Gene,biolink:capable_of,biolink:ChemicalSubstance
biolink:Gene,biolink:capable_of,biolink:Drug
biolink:GenomicEntity,biolink:capable_of,biolink:ChemicalSubstance
biolink:GenomicEntity,biolink:capable_of,biolink:Drug
biolink:Protein,biolink:capable_of,biolink:ChemicalSubstance
biolink:Protein,biolink:capable_of,biolink:Drug
biolink:NamedThing,biolink:overlaps,biolink:NamedThing
biolink:NamedThing,biolink:overlaps,biolink:BiologicalEntity
biolink:NamedThing,biolink:overlaps,biolink:ChemicalSubstance
biolink:NamedThing,biolink:overlaps,biolink:Drug
biolink:NamedThing,biolink:overlaps,biolink:MolecularEntity
biolink:BiologicalEntity,biolink:overlaps,biolink:NamedThing
biolink:BiologicalEntity,biolink:overlaps,biolink:BiologicalEntity
biolink:BiologicalEntity,biolink:overlaps,biolink:ChemicalSubstance
biolink:BiologicalEntity,biolink:overlaps,biolink:Drug
biolink:BiologicalEntity,biolink:overlaps,biolink:MolecularEntity
biolink:MolecularEntity,biolink:overlaps,biolink:NamedThing
biolink:MolecularEntity,biolink:overlaps,biolink:BiologicalEntity
biolink:MolecularEntity,biolink:overlaps,biolink:ChemicalSubstance
biolink:MolecularEntity,biolink:overlaps,biolink:Drug
biolink:MolecularEntity,biolink:overlaps,biolink:MolecularEntity
biolink:GeneFamily,biolink:overlaps,biolink:NamedThing
biolink:GeneFamily,biolink:overlaps,biolink:BiologicalEntity
biolink:GeneFamily,biolink:overlaps,biolink:ChemicalSubstance
biolink:GeneFamily,biolink:overlaps,biolink:Drug
biolink:GeneFamily,biolink:overlaps,biolink:MolecularEntity
biolink:Metabolite,biolink:physically_interacts_with,biolink:Gene
biolink:Metabolite,biolink:physically_interacts_with,biolink:GenomicEntity
biolink:Metabolite,biolink:physically_interacts_with,biolink:Protein
biolink:Procedure,biolink:physically_interacts_with,biolink:Gene
biolink:Procedure,biolink:physically_interacts_with,biolink:GenomicEntity
biolink:Procedure,biolink:physically_interacts_with,biolink:Protein
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:Gene
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:GenomicEntity
biolink:IndividualOrganism,biolink:physically_interacts_with,biolink:Protein
biolink:Phenomenon,biolink:physically_interacts_with,biolink:Gene
biolink:Phenomenon,biolink:physically_interacts_with,biolink:GenomicEntity
biolink:Phenomenon,biolink:physically_interacts_with,biolink:Protein
biolink:FoodComponent,biolink:physically_interacts_with,biolink:Gene
biolink:FoodComponent,biolink:physically_interacts_with,biolink:GenomicEntity
biolink:FoodComponent,biolink:physically_interacts_with,biolink:Protein
biolink:Gene,biolink:close_match,biolink:Gene
biolink:Gene,biolink:close_match,biolink:GenomicEntity
biolink:Gene,biolink:close_match,biolink:Protein
biolink:GenomicEntity,biolink:close_match,biolink:Gene
biolink:GenomicEntity,biolink:close_match,biolink:GenomicEntity
biolink:GenomicEntity,biolink:close_match,biolink:Protein
biolink:Protein,biolink:close_match,biolink:Gene
biolink:Protein,biolink:close_match,biolink:GenomicEntity
biolink:Protein,biolink:close_match,biolink:Protein
biolink:Metabolite,biolink:related_to,biolink:Gene
biolink:Metabolite,biolink:related_to,biolink:GenomicEntity
biolink:Metabolite,biolink:related_to,biolink:Protein
biolink:AdministrativeEntity,biolink:related_to,biolink:Gene
biolink:AdministrativeEntity,biolink:related_to,biolink:GenomicEntity
biolink:AdministrativeEntity,biolink:related_to,biolink:Protein
biolink:Agent,biolink:related_to,biolink:Gene
biolink:Agent,biolink:related_to,biolink:GenomicEntity
biolink:Agent,biolink:related_to,biolink:Protein
biolink:GeneFamily,biolink:coexists_with,biolink:Gene
biolink:GeneFamily,biolink:coexists_with,biolink:GenomicEntity
biolink:GeneFamily,biolink:coexists_with,biolink:Protein
biolink:InformationContentEntity,biolink:coexists_with,biolink:Gene
biolink:InformationContentEntity,biolink:coexists_with,biolink:GenomicEntity
biolink:InformationContentEntity,biolink:coexists_with,biolink:Protein
biolink:CellularComponent,biolink:coexists_with,biolink:Gene
biolink:CellularComponent,biolink:coexists_with,biolink:GenomicEntity
biolink:CellularComponent,biolink:coexists_with,biolink:Protein
biolink:Device,biolink:has_input,biolink:Gene
biolink:Device,biolink:has_input,biolink:GenomicEntity
biolink:Device,biolink:has_input,biolink:Protein
biolink:OntologyClass,biolink:has_input,biolink:Gene
biolink:OntologyClass,biolink:has_input,biolink:GenomicEntity
biolink:OntologyClass,biolink:has_input,biolink:Protein
biolink:Gene,biolink:has_input,biolink:Gene
biolink:Gene,biolink:has_input,biolink:GenomicEntity
biolink:Gene,biolink:has_input,biolink:Protein
biolink:GenomicEntity,biolink:has_input,biolink:Gene
biolink:GenomicEntity,biolink:has_input,biolink:GenomicEntity
biolink:GenomicEntity,biolink:has_input,biolink:Protein
biolink:Protein,biolink:has_input,biolink:Gene
biolink:Protein,biolink:has_input,biolink:GenomicEntity
biolink:Protein,biolink:has_input,biolink:Protein
biolink:Metabolite,biolink:negatively_regulates_entity_to_entity,biolink:Gene
biolink:Metabolite,biolink:negatively_regulates_entity_to_entity,biolink:GenomicEntity
biolink:Metabolite,biolink:negatively_regulates_entity_to_entity,biolink:Protein
biolink:InformationContentEntity,biolink:positively_regulates_entity_to_entity,biolink:Gene
biolink:InformationContentEntity,biolink:positively_regulates_entity_to_entity,biolink:GenomicEntity
biolink:InformationContentEntity,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:Metabolite,biolink:positively_regulates_entity_to_entity,biolink:Gene
biolink:Metabolite,biolink:positively_regulates_entity_to_entity,biolink:GenomicEntity
biolink:Metabolite,biolink:positively_regulates_entity_to_entity,biolink:Protein
biolink:Gene,biolink:derives_into,biolink:Gene
biolink:Gene,biolink:derives_into,biolink:GenomicEntity
biolink:Gene,biolink:derives_into,biolink:Protein
biolink:GenomicEntity,biolink:derives_into,biolink:Gene
biolink:GenomicEntity,biolink:derives_into,biolink:GenomicEntity
biolink:GenomicEntity,biolink:derives_into,biolink:Protein
biolink:Protein,biolink:derives_into,biolink:Gene
biolink:Protein,biolink:derives_into,biolink:GenomicEntity
biolink:Protein,biolink:derives_into,biolink:Protein
biolink:Disease,biolink:derives_into,biolink:Gene
biolink:Disease,biolink:derives_into,biolink:GenomicEntity
biolink:Disease,biolink:derives_into,biolink:Protein
biolink:DiseaseOrPhenotypicFeature,biolink:derives_into,biolink:Gene
biolink:DiseaseOrPhenotypicFeature,biolink:derives_into,biolink:GenomicEntity
biolink:DiseaseOrPhenotypicFeature,biolink:derives_into,biolink:Protein
biolink:PhenotypicFeature,biolink:derives_into,biolink:Gene
biolink:PhenotypicFeature,biolink:derives_into,biolink:GenomicEntity
biolink:PhenotypicFeature,biolink:derives_into,biolink:Protein
biolink:AnatomicalEntity,biolink:derives_into,biolink:Gene
biolink:AnatomicalEntity,biolink:derives_into,biolink:GenomicEntity
biolink:AnatomicalEntity,biolink:derives_into,biolink:Protein
biolink:OrganismalEntity,biolink:derives_into,biolink:Gene
biolink:OrganismalEntity,biolink:derives_into,biolink:GenomicEntity
biolink:OrganismalEntity,biolink:derives_into,biolink:Protein
biolink:OntologyClass,biolink:derives_into,biolink:Gene
biolink:OntologyClass,biolink:derives_into,biolink:GenomicEntity
biolink:OntologyClass,biolink:derives_into,biolink:Protein
biolink:RNAProduct,biolink:derives_into,biolink:Gene
biolink:RNAProduct,biolink:derives_into,biolink:GenomicEntity
biolink:RNAProduct,biolink:derives_into,biolink:Protein
biolink:Transcript,biolink:derives_into,biolink:Gene
biolink:Transcript,biolink:derives_into,biolink:GenomicEntity
biolink:Transcript,biolink:derives_into,biolink:Protein
biolink:NamedThing,biolink:precedes,biolink:Gene
biolink:NamedThing,biolink:precedes,biolink:GenomicEntity
biolink:NamedThing,biolink:precedes,biolink:Protein
biolink:Procedure,biolink:precedes,biolink:Gene
biolink:Procedure,biolink:precedes,biolink:GenomicEntity
biolink:Procedure,biolink:precedes,biolink:Protein
biolink:Metabolite,biolink:part_of,biolink:Gene
biolink:Metabolite,biolink:part_of,biolink:GenomicEntity
biolink:Metabolite,biolink:part_of,biolink:Protein
biolink:Disease,biolink:part_of,biolink:Gene
biolink:Disease,biolink:part_of,biolink:GenomicEntity
biolink:Disease,biolink:part_of,biolink:Protein
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:Gene
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:GenomicEntity
biolink:DiseaseOrPhenotypicFeature,biolink:part_of,biolink:Protein
biolink:PhenotypicFeature,biolink:part_of,biolink:Gene
biolink:PhenotypicFeature,biolink:part_of,biolink:GenomicEntity
biolink:PhenotypicFeature,biolink:part_of,biolink:Protein
biolink:Activity,biolink:occurs_in,biolink:Gene
biolink:Activity,biolink:occurs_in,biolink:GenomicEntity
biolink:Activity,biolink:occurs_in,biolink:Protein
biolink:Device,biolink:produces,biolink:NamedThing
biolink:Device,biolink:produces,biolink:BiologicalEntity
biolink:Device,biolink:produces,biolink:ChemicalSubstance
biolink:Device,biolink:produces,biolink:Drug
biolink:Device,biolink:produces,biolink:MolecularEntity
biolink:FoodComponent,biolink:physically_interacts_with,biolink:AnatomicalEntity
biolink:FoodComponent,biolink:physically_interacts_with,biolink:OrganismalEntity
biolink:OrganismTaxon,biolink:negatively_regulates_entity_to_entity,biolink:AnatomicalEntity
biolink:OrganismTaxon,biolink:negatively_regulates_entity_to_entity,biolink:OrganismalEntity
biolink:OrganismTaxon,biolink:has_attribute,biolink:NamedThing
biolink:OrganismTaxon,biolink:has_attribute,biolink:BiologicalEntity
biolink:OrganismTaxon,biolink:has_attribute,biolink:MolecularEntity
biolink:GrossAnatomicalStructure,biolink:has_input,biolink:AnatomicalEntity
biolink:GrossAnatomicalStructure,biolink:has_input,biolink:OrganismalEntity
biolink:NamedThing,biolink:increases_degradation_of,biolink:AnatomicalEntity
biolink:NamedThing,biolink:increases_degradation_of,biolink:OrganismalEntity
biolink:BiologicalEntity,biolink:increases_degradation_of,biolink:AnatomicalEntity
biolink:BiologicalEntity,biolink:increases_degradation_of,biolink:OrganismalEntity
biolink:ChemicalSubstance,biolink:increases_degradation_of,biolink:AnatomicalEntity
biolink:ChemicalSubstance,biolink:increases_degradation_of,biolink:OrganismalEntity
biolink:Drug,biolink:increases_degradation_of,biolink:AnatomicalEntity
biolink:Drug,biolink:increases_degradation_of,biolink:OrganismalEntity
biolink:MolecularEntity,biolink:increases_degradation_of,biolink:AnatomicalEntity
biolink:MolecularEntity,biolink:increases_degradation_of,biolink:OrganismalEntity
biolink:AdministrativeEntity,biolink:produces,biolink:ChemicalSubstance
biolink:AdministrativeEntity,biolink:produces,biolink:Drug
biolink:Agent,biolink:produces,biolink:ChemicalSubstance
biolink:Agent,biolink:produces,biolink:Drug
biolink:Device,biolink:positively_regulates_entity_to_entity,biolink:OntologyClass
