prefix	MIM_number	preferred_title	alternative_title	symbols	neo4j_id
Number Sign	204690	AMELOGENESIS IMPERFECTA, TYPE IG; AI1G	ENAMEL-RENAL SYNDROME; ERS;; ENAMEL-RENAL-GINGIVAL SYNDROME;; AMELOGENESIS IMPERFECTA, HYPOPLASTIC, WITH NEPHROCALCINOSIS;; AMELOGENESIS IMPERFECTA AND GINGIVAL FIBROMATOSIS SYNDROME; AIGFS		535929
Number Sign	204700	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA1; AI2A1	AMELOGENESIS IMPERFECTA, PIGMENTED HYPOMATURATION TYPE, 1		527829
NULL	204730	AMINO ACIDURIA WITH MENTAL DEFICIENCY, DWARFISM, MUSCULAR DYSTROPHY, OSTEOPOROSIS, AND ACIDOSIS			830819
Number Sign	204750	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA; AMOXAD			509401
Percent	204800	AMOBARBITAL, DEFICIENT N-HYDROXYLATION OF			830504
NULL	204850	AMYLOIDOSIS OF GINGIVA AND CONJUNCTIVA, WITH MENTAL RETARDATION			636543
Number Sign	204870	CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE; GDLD	CDGDL;; AMYLOIDOSIS, CORNEAL;; AMYLOID CORNEAL DYSTROPHY, JAPANESE TYPE;; CORNEAL DYSTROPHY, LATTICE TYPE III;; LATTICE CORNEAL DYSTROPHY, TYPE III		519509
NULL	204900	AMYLOIDOSIS, CUTANEOUS BULLOUS			637614
NULL	205000	AMYOTONIA CONGENITA	OPPENHEIM DISEASE		823972
Number Sign	205100	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE; ALS2	ALS, JUVENILE; ALSJ		8195
Percent	205200	AMYOTROPHIC LATERAL SCLEROSIS, JUVENILE, WITH DEMENTIA	ALS-DEMENTIA COMPLEX		820361
NULL	205250	AMYOTROPHIC LATERAL SCLEROSIS WITH POLYGLUCOSAN BODIES			823443
Number Sign	205400	TANGIER DISEASE; TGD	HIGH DENSITY LIPOPROTEIN DEFICIENCY, TYPE 1; HDLDT1;; HIGH DENSITY LIPOPROTEIN DEFICIENCY, TANGIER TYPE;; ANALPHALIPOPROTEINEMIA		528382
NULL	205700	ANEMIA, AUTOIMMUNE HEMOLYTIC			634139
Number Sign	205950	ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY; SIDBA2			506127
NULL	206000	ANEMIA, SIDEROBLASTIC, PYRIDOXINE-RESPONSIVE, AUTOSOMAL RECESSIVE	ANEMIA, CONGENITAL SIDEROBLASTIC, B6-RESPONSIVE		70435
Number Sign	206100	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1; AHMIO1			537077
Number Sign	206200	IRON-REFRACTORY IRON DEFICIENCY ANEMIA; IRIDA	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH DEFECT IN IRON METABOLISM;; IRON-HANDLING DISORDER, HEREDITARY;; PSEUDO-IRON-DEFICIENCY ANEMIA		527593
NULL	206300	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, ASSOCIATED WITH ABNORMALITY OF RED CELL MEMBRANE			844784
NULL	206400	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, POSSIBLY DUE TO DEFECT IN PORPHYRIN METABOLISM			824004
Number Sign	206500	ANENCEPHALY; ANPH			70431
NULL	206550	ANGIOLIPOMATOSIS, FAMILIAL	ANGIOLIPOMA MICROTHROMBOTICUM		844182
Percent	206570	ANGIOMATOSIS, DIFFUSE CORTICOMENINGEAL, OF DIVRY AND VAN BOGAERT	DIVRY-VAN BOGAERT SYNDROME		844163
NULL	206600	ANHIDROSIS, FAMILIAL GENERALIZED, WITH ABNORMAL OR ABSENT SWEAT GLANDS			843982
Number Sign	206700	GILLESPIE SYNDROME; GLSP	ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL RETARDATION		530840
NULL	206750	ANIRIDIA, PARTIAL, WITH UNILATERAL RENAL AGENESIS AND PSYCHOMOTOR RETARDATION			843658
Percent	206780	ANODONTIA OF PERMANENT DENTITION	TEETH, PERMANENT, ABSENCE OF		638713
Number Sign	206800	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 4; NDNC4	ANONYCHIA/HYPONYCHIA CONGENITA;; ANONYCHIA TOTALIS		539574
Number Sign	206900	MICROPHTHALMIA, SYNDROMIC 3; MCOPS3	MICROPHTHALMIA AND ESOPHAGEAL ATRESIA SYNDROME;; ANOPHTHALMIA, CLINICAL, WITH ASSOCIATED ANOMALIES;; ANOPHTHALMIA-ESOPHAGEAL-GENITAL SYNDROME;; AEG SYNDROME	OPTIC NERVE HYPOPLASIA AND ABNORMALITIES OF THE CENTRAL NERVOUS SYSTEM, INCLUDED	8373
Number Sign	206920	MICROPHTHALMIA WITH LIMB ANOMALIES; MLA	WAARDENBURG ANOPHTHALMIA SYNDROME;; ANOPHTHALMIA-SYNDACTYLY;; OPHTHALMOACROMELIC SYNDROME; OAS		8396
NULL	207000	ANOSMIA FOR ISOBUTYRIC ACID			836641
NULL	207300	ANTITHROMBIN, FAMILIAL HEMORRHAGIC DIATHESIS DUE TO			835907
Number Sign	207410	ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS; ABS2	TRAPEZOIDOCEPHALY-SYNOSTOSIS SYNDROME;; MULTISYNOSTOTIC OSTEODYSGENESIS WITH LONG BONE FRACTURES;; OSTEODYSGENESIS, MULTISYNOSTOTIC, WITH FRACTURES		522313
NULL	207500	ANUS, IMPERFORATE			831613
NULL	207600	TAKAYASU ARTERITIS	AORTIC ARCH SYNDROME;; YOUNG FEMALE ARTERITIS;; PULSELESS DISEASE		835073
NULL	207620	APHALANGY WITH HEMIVERTEBRAE			602213
NULL	207720	APNEA, CENTRAL SLEEP	SLEEP APNEA, LETHAL CENTRAL		834539
NULL	207731	APLASIA CUTIS CONGENITA WITH INTESTINAL LYMPHANGIECTASIA	ACC WITH INTESTINAL LYMPHANGIECTASIA		580792
NULL	207740	APLASIA OF EXTENSOR MUSCLES OF FINGERS, UNILATERAL, WITH GENERALIZED POLYNEUROPATHY			834511
Number Sign	207750	APOLIPOPROTEIN C-II DEFICIENCY	HYPERLIPOPROTEINEMIA, TYPE IB;; C-II ANAPOLIPOPROTEINEMIA;; APOC2 DEFICIENCY		70446
NULL	207770	APROSENCEPHALY SYNDROME	XK SYNDROME;; GARCIA-LURIE SYNDROME		834487
NULL	207780	AREDYLD	ACRORENAL FIELD DEFECT, ECTODERMAL DYSPLASIA, AND LIPOATROPHIC DIABETES		834475
NULL	207790	ARACHNOID CYSTS, INTRACRANIAL			834467
Number Sign	207800	ARGININEMIA	ARGINASE DEFICIENCY;; HYPERARGININEMIA;; ARG1 DEFICIENCY		7464
Number Sign	207900	ARGININOSUCCINIC ACIDURIA	ARGININOSUCCINASE DEFICIENCY;; ARGININOSUCCINATE LYASE DEFICIENCY;; ASL DEFICIENCY;; ARGININOSUCCINIC ACID LYASE DEFICIENCY		6837
Percent	207950	CHIARI MALFORMATION TYPE II	CM2;; ARNOLD-CHIARI MALFORMATION		628825
Number Sign	208000	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1; GACI1	GACI;; IDIOPATHIC INFANTILE ARTERIAL CALCIFICATION; IIAC;; ARTERIAL CALCIFICATION, IDIOPATHIC INFANTILE;; ARTERIOPATHY, OCCLUSIVE INFANTILE	CORONARY SCLEROSIS, MEDIAL, OF INFANCY, INCLUDED	7100
Number Sign	208050	ARTERIAL TORTUOSITY SYNDROME; ATS	ARTERIAL TORTUOSITY		7309
Percent	208060	ARTERIOSCLEROSIS, SEVERE JUVENILE			827959
NULL	208080	ARTHROGRYPOSIS, DISTAL, WITH HYPOPITUITARISM, MENTAL RETARDATION, AND FACIAL ANOMALIES			827947
NULL	208081	ARTHROGRYPOSIS, DISTAL, WITH MENTAL RETARDATION AND CHARACTERISTIC FACIES			828301
Number Sign	208085	ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 1; ARCS1	ARC SYNDROME; ARCS		538509
Percent	208100	ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE; AMCN	AMC, NEUROGENIC TYPE		637922
Number Sign	208150	FETAL AKINESIA DEFORMATION SEQUENCE; FADS	PENA-SHOKEIR SYNDROME, TYPE I;; FETAL AKINESIA SEQUENCE;; ARTHROGRYPOSIS MULTIPLEX CONGENITA WITH PULMONARY HYPOPLASIA		70432
NULL	208155	ILLUM SYNDROME	ARTHROGRYPOSIS, WHISTLING FACE, AND DEVELOPMENTAL RETARDATION		827781
NULL	208158	ARTHROGRYPOSIS WITH HYPERKERATOSIS			827780
Number Sign	208230	ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD; PPAC	PROGRESSIVE PSEUDORHEUMATOID ARTHROPATHY OF CHILDHOOD;; SPONDYLOEPIPHYSEAL DYSPLASIA TARDA WITH PROGRESSIVE ARTHROPATHY; SEDT-PA;; PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPD		8225
Number Sign	208250	CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME; CACP	ARTHROPATHY-CAMPTODACTYLY SYNDROME;; HYPERTROPHIC SYNOVITIS, CONGENITAL FAMILIAL;; JACOBS SYNDROME;; FIBROSING SEROSITIS, FAMILIAL;; PERICARDITIS-ARTHROPATHY-CAMPTODACTYLY SYNDROME;; PAC SYNDROME;; CAMPTODACTYLY-ARTHROPATHY-PERICARDITIS SYNDROME;; CAP SYNDROME		536884
NULL	208300	ASCITES, CHYLOUS			638838
Number Sign	208400	ASPARTYLGLUCOSAMINURIA; AGU	GLYCOSYLASPARAGINASE DEFICIENCY;; ASPARTYLGLUCOSAMINIDASE DEFICIENCY;; AGA DEFICIENCY;; GLYCOASPARAGINASE;; ASPARTYLGLYCOSAMINURIA		70534
Percent	208500	SHORT-RIB THORACIC DYSPLASIA 1 WITH OR WITHOUT POLYDACTYLY; SRTD1	ASPHYXIATING THORACIC DYSTROPHY 1; ATD1;; JEUNE SYNDROME;; THORACIC-PELVIC-PHALANGEAL DYSTROPHY		70604
Number Sign	208530	RIGHT ATRIAL ISOMERISM; RAI	ASPLENIA WITH CARDIOVASCULAR ANOMALIES;; IVEMARK SYNDROME	POLYSPLENIA SYNDROME, INCLUDED;; POLYASPLENIA, INCLUDED;; HETEROTAXY, VISCEROATRIAL, AUTOSOMAL RECESSIVE, INCLUDED;; VAH, AUTOSOMAL RECESSIVE, INCLUDED	537211
Number Sign	208540	RENAL-HEPATIC-PANCREATIC DYSPLASIA 1; RHPD1	RHPD		499764
Number Sign	208550	ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE	ASA TRIAD	ASTHMA, ASPIRIN-INDUCED, SUSCEPTIBILITY TO, INCLUDED;; ASTHMA AND NASAL POLYPS, INCLUDED	510778
NULL	208600	ASTHMA, SHORT STATURE, AND ELEVATED IgA			826602
NULL	208700	ATAXIA WITH MYOCLONIC EPILEPSY AND PRESENILE DEMENTIA			583631
Percent	208750	ATAXIA, DEAFNESS, AND CARDIOMYOPATHY			638926
NULL	208850	ATAXIA-DEAFNESS-RETARDATION SYNDROME	ADR SYNDROME		825902
NULL	208870	ATAXIA-MICROCEPHALY-CATARACT SYNDROME	AMC SYNDROME		825881
Number Sign	208900	ATAXIA-TELANGIECTASIA; AT	AT1;; LOUIS-BAR SYNDROME	AT, COMPLEMENTATION GROUP A, INCLUDED; ATA, INCLUDED;; AT, COMPLEMENTATION GROUP C, INCLUDED; ATC, INCLUDED;; AT, COMPLEMENTATION GROUP D, INCLUDED; ATD, INCLUDED;; AT, COMPLEMENTATION GROUP E, INCLUDED; ATE, INCLUDED;; ATAXIA-TELANGIECTASIA VARIANT, INCLUDED	6381
NULL	208910	ATAXIA-TELANGIECTASIA WITH GENERALIZED SKIN PIGMENTATION AND EARLY DEATH			825581
Number Sign	208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH	ATAXIA-OCULOMOTOR APRAXIA SYNDROME; AOA;; ATAXIA-OCULOMOTOR APRAXIA 1; AOA1;; ATAXIA-TELANGIECTASIA-LIKE SYNDROME;; CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA; EOCA-HA	ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED	6237
NULL	209010	ATHEROSCLEROSIS, PREMATURE, WITH DEAFNESS, NEPHROPATHY, DIABETES MELLITUS, PHOTOMYOCLONUS, AND DEGENERATIVE NEUROLOGIC DISEASE			638797
NULL	209050	ATHROMBIA, ESSENTIAL			849889
Percent	209100	ATONIC-ASTATIC SYNDROME OF FOERSTER			849647
Number Sign	209300	ATRANSFERRINEMIA	HYPOTRANSFERRINEMIA, FAMILIAL	TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1, INCLUDED; TFQTL1, INCLUDED	70483
Number Sign	209500	ATRICHIA WITH PAPULAR LESIONS; APL	PAPULAR ATRICHIA		505106
NULL	209600	ATRIOVENTRICULAR DISSOCIATION	A-V DISSOCIATION		848072
Percent	209700	ATROPHODERMA VERMICULATA; AVA	FOLLICULITIS ULERYTHEMATOSA RETICULATA;; ATROPHODERMIA VERMICULATA;; HONEYCOMB ATROPHY;; ATROPHODERMIA RETICULATA SYMMETRICA FACIEI		847698
NULL	209770	AURAL ATRESIA, MULTIPLE CONGENITAL ANOMALIES, AND MENTAL RETARDATION			847606
Percent	209850	AUTISM	AUTISTIC DISORDER	AUTISM, SUSCEPTIBILITY TO, 1, INCLUDED; AUTS1, INCLUDED;; AUTISM SPECTRUM DISORDER, INCLUDED; ASD, INCLUDED	70464
Number Sign	209880	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS	AUTONOMIC CONTROL, CONGENITAL FAILURE OF;; ONDINE CURSE, CONGENITAL	ONDINE-HIRSCHSPRUNG DISEASE, INCLUDED; OHD, INCLUDED;; CCHS WITH HIRSCHSPRUNG DISEASE, INCLUDED;; HADDAD SYNDROME, INCLUDED	6606
Number Sign	209885	BARBER-SAY SYNDROME; BBRSAY	BSS;; HYPERTRICHOSIS, ATROPHIC SKIN, ECTROPION, AND MACROSTOMIA		503358
Number Sign	209900	BARDET-BIEDL SYNDROME 1; BBS1			7954
Number Sign	209920	BARE LYMPHOCYTE SYNDROME, TYPE II	BLS, TYPE II;; BARE LYMPHOCYTE SYNDROME; BLS;; SEVERE COMBINED IMMUNODEFICIENCY, HLA CLASS II-NEGATIVE;; SCID, HLA CLASS II-NEGATIVE	BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP A, INCLUDED;; BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP B, INCLUDED;; BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP C, INCLUDED;; BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP D, INCLUDED;; BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP E, INCLUDED	506995
Number Sign	209950	IMMUNODEFICIENCY 27A; IMD27A	IMMUNODEFICIENCY 27A, MYCOBACTERIOSIS, AUTOSOMAL RECESSIVE;; IFNGR1 DEFICIENCY, AUTOSOMAL RECESSIVE		520596
NULL	209970	BEEMER LETHAL MALFORMATION SYNDROME	HYDROCEPHALUS, CARDIAC MALFORMATION, DENSE BONES, ETC.		635617
Number Sign	210000	BEHR SYNDROME; BEHRS	OPTIC ATROPHY, INFANTILE HEREDITARY, WITH NEUROLOGIC ABNORMALITIES		517596
NULL	210050	BERRY ANEURYSM, CIRRHOSIS, PULMONARY EMPHYSEMA, AND CEREBRAL CALCIFICATION	CEREBRAL ANEURYSM-CIRRHOSIS SYNDROME		838020
Number Sign	210100	BETA-AMINOISOBUTYRIC ACIDURIA; BAIBA	BETA-AMINOISOBUTYRIC ACID, URINARY EXCRETION OF;; BAIB URINARY EXCRETION;; HYPER-BETA-AMINOISOBUTYRIC ACIDURIA		514894
Number Sign	210200	3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY; MCC1D	MCCD TYPE 1;; MCC1 DEFICIENCY;; 3-METHYLCROTONYLGLYCINURIA I;; METHYLCROTONYLGLYCINURIA TYPE I		530580
Number Sign	210210	3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY; MCC2D	MCC2 DEFICIENCY;; 3-METHYLCROTONYLGLYCINURIA II;; METHYLCROTONYLGLYCINURIA, TYPE II		499005
Number Sign	210250	SITOSTEROLEMIA	STSL;; PHYTOSTEROLEMIA	MACROTHROMBOCYTOPENIA/STOMATOCYTOSIS, MEDITERRANEAN, INCLUDED	7873
NULL	210350	BIEMOND SYNDROME II			837114
Number Sign	210370	BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY; BCD	BIETTI CRYSTALLINE DYSTROPHY;; BIETTI TAPETORETINAL DEGENERATION WITH MARGINAL CORNEAL DYSTROPHY		7312
NULL	210400	BIFID NOSE, AUTOSOMAL RECESSIVE	MEDIAN FISSURE OF NOSE;; NOSE, MEDIAN CLEFT OF		836926
Percent	210500	BILIARY ATRESIA, EXTRAHEPATIC; EHBA			836727
NULL	210550	BILIARY MALFORMATION WITH RENAL TUBULAR INSUFFICIENCY	CHOLESTATIC JAUNDICE AND RENAL TUBULAR INSUFFICIENCY		836684
Number Sign	210600	SECKEL SYNDROME 1; SCKL1	SCKL;; SECKEL-TYPE DWARFISM;; NANOCEPHALIC DWARFISM;; MICROCEPHALIC PRIMORDIAL DWARFISM I;; BIRD-HEADED DWARFISM		7542
NULL	210700	MICROCEPHALIC PRIMORDIAL DWARFISM, MONTREAL TYPE	BIRD-HEADED DWARFISM, MONTREAL TYPE		836281
Number Sign	210710	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I; MOPD1	MOPD I; MOPD;; OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I;; BRACHYMELIC PRIMORDIAL DWARFISM;; TAYBI-LINDER SYNDROME; TALS;; CEPHALOSKELETAL DYSPLASIA;; LOW-BIRTH-WEIGHT DWARFISM WITH SKELETAL DYSPLASIA		540564
Number Sign	210720	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II; MOPD2	MOPD II;; OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II		513420
Percent	210730	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE III	MOPD III; MOPD3;; OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE III;; MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, CAROLINE CRACHAMI TYPE;; MOPD, CAROLINE CRACHAMI TYPE;; MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, SICILIAN FAIRY TYPE;; MOPD, SICILIAN FAIRY TYPE		836244
NULL	210740	BANGSTAD SYNDROME	BIRD-HEADED DWARFISM WITH PROGRESSIVE ATAXIA, INSULIN-RESISTANT DIABETES, GOITER, AND PRIMARY GONADAL INSUFFICIENCY		836224
Percent	210745	BLEPHAROPHIMOSIS WITH PTOSIS, SYNDACTYLY, AND SHORT STATURE			842311
Number Sign	210900	BLOOM SYNDROME; BLM	BS; BLS		8156
NULL	211000	BLUE DIAPER SYNDROME	HYPERCALCEMIA, FAMILIAL, WITH NEPHROCALCINOSIS AND INDICANURIA		829363
NULL	211120	BONE DYSPLASIA, LETHAL, HOLMGREN TYPE			829020
Number Sign	211180	BOWEN-CONRADI SYNDROME; BWCNS	BOWEN HUTTERITE SYNDROME, FORMERLY		509953
NULL	211200	BOWEN SYNDROME OF MULTIPLE MALFORMATIONS			828771
Percent	211350	KYPHOMELIC DYSPLASIA	BOWING, CONGENITAL, WITH SHORT BONES		828504
NULL	211355	BOWING OF LONG BONES, ASYMMETRIC AND SYMMETRIC			850121
NULL	211369	BRACHYDACTYLY, TYPE A2, WITH MICROCEPHALY			850135
NULL	211370	BRACHYMETAPODY-ANODONTIA-HYPOTRICHOSIS-ALBINOIDISM	ANODONTIA-HYPOTRICHOSIS SYNDROME;; OCULOOSTEOCUTANEOUS SYNDROME		572108
NULL	211380	BRACHIOSKELETOGENITAL SYNDROME	BSG SYNDROME		828487
Percent	211390	SABINAS BRITTLE HAIR SYNDROME	BRITTLE HAIR AND MENTAL DEFICIT		828482
Number Sign	211400	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1; BESC1	CYSTIC FIBROSIS-LIKE SYNDROME		524563
NULL	211450	BRONCHOMALACIA	WILLIAMS-CAMPBELL SYNDROME		828239
NULL	211480	BUERGER DISEASE	THROMBOANGIITIS OBLITERANS		850395
Number Sign	211500	FAZIO-LONDE DISEASE	BULBAR PALSY, PROGRESSIVE, OF CHILDHOOD		7765
Number Sign	211530	BROWN-VIALETTO-VAN LAERE SYNDROME 1; BVVLS1	BULBAR PALSY, PROGRESSIVE, WITH SENSORINEURAL DEAFNESS;; PONTOBULBAR PALSY WITH DEAFNESS		7649
Number Sign	211600	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 1; PFIC1	BYLER DISEASE		7739
Number Sign	211750	C SYNDROME	OPITZ TRIGONOCEPHALY SYNDROME;; TRIGONOCEPHALY SYNDROME		512096
NULL	211770	CAHMR SYNDROME	CATARACT, HYPERTRICHOSIS, MENTAL RETARDATION SYNDROME		827654
Number Sign	211800	CALCIFICATION OF JOINTS AND ARTERIES; CALJA	ARTERIAL CALCIFICATION DUE TO DEFICIENCY OF CD73; ACDC		527199
Percent	211890	CAMPOMELIA, CUMMING TYPE	CERVICAL LYMPHOCELE WITH BOWED LONG BONES;; CUMMING SYNDROME		827403
Number Sign	211900	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL; HFTC	CALCINOSIS, TUMORAL, WITH HYPERPHOSPHATEMIA;; TUMORAL CALCINOSIS, PRIMARY HYPERPHOSPHATEMIC; PHPTC;; LIPOCALCINOGRANULOMATOSIS;; TEUTSCHLAENDER DISEASE, FAMILIAL;; MORBUS TEUTSCHLAENDER;; HYPEROSTOSIS-HYPERPHOSPHATEMIA SYNDROME; HHS;; HYPEROSTOSIS WITH HYPERPHOSPHATEMIA;; CORTICAL HYPEROSTOSIS WITH HYPERPHOSPHATEMIA		70568
NULL	211910	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE I; GCS1	FACIOTHORACOSKELETAL SYNDROME; FTSS		827255
NULL	211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II			827240
NULL	211930	CAMPTODACTYLY WITH FIBROUS TISSUE HYPERPLASIA AND SKELETAL DYSPLASIA			827231
Percent	211960	CAMPTODACTYLY WITH MUSCULAR HYPOPLASIA, SKELETAL DYSPLASIA, AND ABNORMAL PALMAR CREASES	TEL HASHOMER CAMPTODACTYLY SYNDROME		827511
NULL	211965	CAMPTODACTYLY-ICHTHYOSIS SYNDROME			824008
Number Sign	211980	LUNG CANCER		ALVEOLAR CELL CARCINOMA, INCLUDED;; ADENOCARCINOMA OF LUNG, INCLUDED;; NONSMALL CELL LUNG CANCER, INCLUDED;; LUNG CANCER, PROTECTION AGAINST, INCLUDED	497024
NULL	211990	CAMPTOMELIC SYNDROME, LONG-LIMB TYPE	CAMPOMELIC SYNDROME, LONG-LIMB TYPE		580063
Number Sign	212050	CANDIDIASIS, FAMILIAL, 2; CANDF2	CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE;; CARD9 IMMUNODEFICIENCY		521463
NULL	212060	CARBIMAZOLE SENSITIVITY			851247
Number Sign	212065	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia; CDG1A	CDG Ia; CDGIa;; JAEKEN SYNDROME;; PHOSPHOMANNOMUTASE 2 DEFICIENCY;; CARBOHYDRATE-DEFICIENT GLYCOPROTEIN SYNDROME, TYPE Ia, FORMERLY		6765
Number Sign	212066	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIa; CDG2A	CDG IIa; CDGIIa;; ALKURAYA SYNDROME;; MENTAL RETARDATION, GROWTH RETARDATION, PROMINENT COLUMELLA, AND OPEN MOUTH;; CARBOHYDRATE-DEFICIENT GLYCOPROTEIN SYNDROME, TYPE II, FORMERLY; CDGS2, FORMERLY		6764
NULL	212067	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE I/IIx	CDG-x		6763
Number Sign	212070	CARBOXYPEPTIDASE N DEFICIENCY			70569
NULL	212080	CARDIAC LIPIDOSIS, FAMILIAL			851221
NULL	212090	CARDIAC SEPTAL DEFECTS WITH COARCTATION OF THE AORTA			851207
Number Sign	212093	CARDIAC VALVULAR DEFECT, DEVELOPMENTAL; CVDD			507750
NULL	212100	CARDIOAUDITORY SYNDROME OF SANCHEZ CASCOS			851010
Number Sign	212112	CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM	MALOUF SYNDROME;; CARDIOMYOPATHY, CONGESTIVE, WITH HYPERGONADOTROPIC HYPOGONADISM;; CARDIOMYOPATHY, DILATED, WITH PREMATURE OVARIAN FAILURE;; CARDIOMYOPATHY WITH PRIMARY TESTICULAR FAILURE;; NAJJAR SYNDROME;; GENITAL ANOMALY WITH CARDIOMYOPATHY;; CARDIOGENITAL SYNDROME		525776
Percent	212130	CARDIOMYOPATHY ASSOCIATED WITH MYOPATHY AND SUDDEN DEATH			850974
NULL	212135	CARDIOSKELETAL SYNDROME, KUWAITI TYPE			850973
Number Sign	212138	CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY; CACTD	CACT DEFICIENCY		70549
Number Sign	212140	CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP	SYSTEMIC CARNITINE DEFICIENCY; SCD;; CARNITINE DEFICIENCY, SYSTEMIC, DUE TO DEFECT IN RENAL REABSORPTION OF CARNITINE;; CARNITINE DEFICIENCY, PRIMARY;; CARNITINE TRANSPORTER, PLASMA-MEMBRANE, DEFICIENCY OF;; CARNITINE UPTAKE DEFECT; CUD		6324
Percent	212160	CARNITINE DEFICIENCY, MYOPATHIC			850943
Percent	212200	CARNOSINEMIA	CARNOSINASE DEFICIENCY		70486
Number Sign	212350	SENGERS SYNDROME	MITOCHONDRIAL DNA DEPLETION SYNDROME 10 (CARDIOMYOPATHIC TYPE); MTDPS10;; CARDIOMYOPATHY AND CATARACT		507913
NULL	212360	PALMOPLANTAR KERATODERMA AND CONGENITAL ALOPECIA 2; PPKCA2	PPKCA, WALLIS TYPE;; CATARACT-ALOPECIA-SCLERODACTYLY SYNDROME; CASS		850438
Percent	212400	CATARACT AND CONGENITAL ICHTHYOSIS			850238
Number Sign	212500	CATARACT 46, JUVENILE-ONSET; CTRCT46	CATARACT, JUVENILE, HUTTERITE TYPE		498020
NULL	212540	CATARACT, MICROCEPHALY, FAILURE TO THRIVE, KYPHOSCOLIOSIS SYNDROME	CAMFAK SYNDROME	CATARACT, MICROCEPHALY, ARTHROGRYPOSIS, KYPHOSIS SYNDROME, INCLUDED;; CAMAK SYNDROME, INCLUDED	849982
Number Sign	212550	OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY; ODRMD			538897
NULL	212710	CATARACT-ATAXIA-DEAFNESS-RETARDATION SYNDROME	POLYNEUROPATHY-CATARACT-DEAFNESS SYNDROME		849485
Number Sign	212720	MARTSOLF SYNDROME	CATARACT-MENTAL RETARDATION-HYPOGONADISM		534122
