prefix	MIM_number	preferred_title	alternative_title	symbols
Number Sign	200500	ACHEIROPODY; ACHP	ACHEIROPODIA;; ACHEIROPODY, BRAZILIAN TYPE	
Number Sign	200600	ACHONDROGENESIS, TYPE IA; ACG1A	ACHONDROGENESIS, HOUSTON-HARRIS TYPE	
Number Sign	200610	ACHONDROGENESIS, TYPE II; ACG2	ACHONDROGENESIS, LANGER-SALDINO TYPE;; CHONDROGENESIS IMPERFECTA;; ACHONDROGENESIS, TYPE IB, FORMERLY	HYPOCHONDROGENESIS, INCLUDED
Number Sign	200700	CHONDRODYSPLASIA, GREBE TYPE	ACHONDROGENESIS, BRAZILIAN;; GREBE CHONDRODYSPLASIA;; GREBE DYSPLASIA;; ACROMESOMELIC DYSPLASIA, GREBE TYPE; AMDG;; ACHONDROGENESIS, TYPE II, FORMERLY	
NULL	200900	SHORT-LIMB SKELETAL DYSPLASIA WITH SEVERE COMBINED IMMUNODEFICIENCY	SLSD WITH SCID;; ACHONDROPLASIA, SO-CALLED, AND SEVERE COMBINED IMMUNODEFICIENCY	
NULL	200950	ACID PHOSPHATASE DEFICIENCY		
NULL	200970	ACKERMAN SYNDROME	MOLAR ROOTS, PYRAMIDAL, WITH JUVENILE GLAUCOMA AND UNUSUAL UPPER LIP;; GLAUCOMA, JUVENILE, WITH UNUSUAL UPPER LIP AND DENTAL ROOTS	
NULL	200980	ACRORENAL-MANDIBULAR SYNDROME	ACRORENAL-UTERINE-MANDIBULAR SYNDROME; ARUMS;; SPLIT-HAND AND SPLIT-FOOT WITH MANDIBULAR HYPOPLASIA	
Number Sign	200990	ACROCALLOSAL SYNDROME; ACLS	HALLUX DUPLICATION, POSTAXIAL POLYDACTYLY, AND ABSENCE OF CORPUS CALLOSUM;; SCHINZEL ACROCALLOSAL SYNDROME	JOUBERT SYNDROME 12, INCLUDED; JBTS12, INCLUDED;; JOUBERT SYNDROME 12/15, DIGENIC, INCLUDED
NULL	200995	ACROCEPHALOPOLYDACTYLOUS DYSPLASIA	ELEJALDE SYNDROME	
Number Sign	201000	CARPENTER SYNDROME 1; CRPT1	CARPENTER SYNDROME;; ACROCEPHALOPOLYSYNDACTYLY TYPE II;; ACPS II	
NULL	201020	ACROCEPHALOPOLYSYNDACTYLY TYPE IV	ACPS IV;; GOODMAN SYNDROME	
NULL	201050	ACROCRANIOFACIAL DYSOSTOSIS		
Number Sign	201100	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE; AEZ		
Percent	201170	ACROFACIAL DYSOSTOSIS SYNDROME OF RODRIGUEZ	RODRIGUEZ LETHAL ACROFACIAL DYSOSTOSIS SYNDROME	
NULL	201180	ACROFRONTOFACIONASAL DYSOSTOSIS 1	AFFN DYSOSTOSIS 1; AFFND1;; POLYSYNDACTYLY, POSTAXIAL, FRONTONASAL DYSOSTOSIS, AND CLEFT LIP/PALATE;; CLEFT LIP/PALATE WITH FRONTONASAL DYSOSTOSIS AND POSTAXIAL POLYSYNDACTYLY	
NULL	201200	ACROGERIA, GOTTRON TYPE	METAGERIA;; ACROMETAGERIA	
Number Sign	201250	ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE; AMDH	ACROMESOMELIC DWARFISM	
Number Sign	201300	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA; HSAN2A	HSAN IIA;; NEUROPATHY, HEREDITARY SENSORY, TYPE IIA; HSN2A;; HSN IIA;; ACROOSTEOLYSIS, NEUROGENIC;; ACROOSTEOLYSIS, GIACCAI TYPE;; NEUROPATHY, HEREDITARY SENSORY RADICULAR, AUTOSOMAL RECESSIVE;; MORVAN DISEASE;; NEUROPATHY, PROGRESSIVE SENSORY, OF CHILDREN;; NEUROPATHY, CONGENITAL SENSORY	
NULL	201310	ACRORENAL SYNDROME, AUTOSOMAL RECESSIVE		
Number Sign	201400	ACTH DEFICIENCY, ISOLATED; IAD	ADRENOCORTICOTROPIC HORMONE DEFICIENCY	
Number Sign	201450	ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD	ACADM DEFICIENCY;; MCAD DEFICIENCY;; MCADH DEFICIENCY;; CARNITINE DEFICIENCY SECONDARY TO MEDIUM-CHAIN ACYL-CoA DEHYDROGENASE DEFICIENCY	
Number Sign	201470	ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF; ACADSD	ACADS DEFICIENCY;; LIPID-STORAGE MYOPATHY SECONDARY TO SHORT-CHAIN ACYL-CoA DEHYDROGENASE DEFICIENCY;; SCADH DEFICIENCY;; SCAD DEFICIENCY	
Number Sign	201475	ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF; ACADVLD	VLCAD DEFICIENCY	
Percent	201550	ADDUCTED THUMBS SYNDROME		
Number Sign	201710	LIPOID CONGENITAL ADRENAL HYPERPLASIA; LCAH	ADRENAL HYPERPLASIA I;; LIPOID HYPERPLASIA, CONGENITAL, OF ADRENAL CORTEX WITH MALE PSEUDOHERMAPHRODITISM	
Number Sign	201750	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS; ABS1		
Number Sign	201810	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY	ADRENAL HYPERPLASIA II;; 3-BETA-HSD DEFICIENCY; HSDB	
Number Sign	201910	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY	ADRENAL HYPERPLASIA III;; 21-HYDROXYLASE DEFICIENCY;; CYP21 DEFICIENCY;; CONGENITAL ADRENAL HYPERPLASIA 1; CAH1	HYPERANDROGENISM, NONCLASSIC TYPE, DUE TO 21-HYDROXYLASE DEFICIENCY, INCLUDED
Number Sign	202010	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY	ADRENAL HYPERPLASIA IV;; STEROID 11-BETA-HYDROXYLASE DEFICIENCY;; 11-BETA-HYDROXYLASE DEFICIENCY;; ADRENAL HYPERPLASIA, HYPERTENSIVE FORM;; P450C11B1 DEFICIENCY	
Number Sign	202110	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY	ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY	17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED
NULL	202150	ADRENAL HYPOPLASIA, CONGENITAL, WITH ABSENT PITUITARY LUTEINIZING HORMONE		
NULL	202155	ADRENAL HYPOPLASIA, CYTOMEGALIC TYPE		
Number Sign	202200	GLUCOCORTICOID DEFICIENCY 1; GCCD1	FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1;; ADRENAL UNRESPONSIVENESS TO ACTH;; ACTH RESISTANCE	
Number Sign	202300	ADRENOCORTICAL CARCINOMA, HEREDITARY; ADCC		ADRENOCORTICAL CARCINOMA, PEDIATRIC, INCLUDED
NULL	202355	ADRENOCORTICAL UNRESPONSIVENESS TO ACTH WITH POSTRECEPTOR DEFECT	FAMILIAL GLUCOCORTICOID DEFICIENCY DUE TO DEFECT DISTAL TO ACTH RECEPTOR	
Number Sign	202370	PEROXISOME BIOGENESIS DISORDER 2B; PBD2B		
Number Sign	202400	AFIBRINOGENEMIA, CONGENITAL		HYPOFIBRINOGENEMIA, CONGENITAL, INCLUDED
NULL	202550	AGANGLIONOSIS, TOTAL INTESTINAL		
NULL	202600	AGENESIS OF CEREBRAL WHITE MATTER		
Number Sign	202650	AGNATHIA-OTOCEPHALY COMPLEX; AGOTC	DYSGNATHIA COMPLEX AGNATHIA-HOLOPROSENCEPHALY;; HOLOPROSENCEPHALY-AGNATHIA;; OTOCEPHALY	
NULL	202660	PAGOD SYNDROME	AGONADISM WITH MULTIPLE INTERNAL MALFORMATIONS	
Number Sign	202700	NEUTROPENIA, SEVERE CONGENITAL, 1, AUTOSOMAL DOMINANT; SCN1		
NULL	202900	ALANINURIA WITH MICROCEPHALY, DWARFISM, ENAMEL HYPOPLASIA, AND DIABETES MELLITUS	STIMMLER SYNDROME	
NULL	203000	FRONTONASAL DYSPLASIA WITH ALAR CLEFTS	ALAR-NASAL CARTILAGES, COLOBOMA OF, WITH TELECANTHUS	
Number Sign	203100	ALBINISM, OCULOCUTANEOUS, TYPE IA; OCA1A	OCULOCUTANEOUS ALBINISM, TYPE I; OCA1;; ALBINISM I;; OCULOCUTANEOUS ALBINISM, TYROSINASE-NEGATIVE; ATN	
Number Sign	203200	ALBINISM, OCULOCUTANEOUS, TYPE II; OCA2	OCULOCUTANEOUS ALBINISM, TYPE II;; OCULOCUTANEOUS ALBINISM, TYROSINASE-POSITIVE;; ALBINISM II	ALBINISM, BROWN OCULOCUTANEOUS, INCLUDED; BOCA, INCLUDED;; BROWN OCULOCUTANEOUS ALBINISM, INCLUDED
Number Sign	203290	ALBINISM, OCULOCUTANEOUS, TYPE III; OCA3	OCULOCUTANEOUS ALBINISM, TYPE III;; ALBINISM III;; RUFOUS OCULOCUTANEOUS ALBINISM; ROCA;; XANTHISM	
Number Sign	203300	HERMANSKY-PUDLAK SYNDROME 1; HPS1	ALBINISM WITH HEMORRHAGIC DIATHESIS AND PIGMENTED RETICULOENDOTHELIAL CELLS;; DELTA STORAGE POOL DISEASE	
Percent	203330	PSEUDOHYPOPARATHYROIDISM, TYPE II; PHP2	PHP II	
NULL	203340	ALBINISM-MICROCEPHALY-DIGITAL ANOMALIES SYNDROME	MICROCEPHALY-ALBINISM-DIGITAL ANOMALIES SYNDROME	
Number Sign	203400	CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY	CMO I DEFICIENCY;; ALDOSTERONE DEFICIENCY I;; HYPERRENINEMIC HYPOALDOSTERONISM, FAMILIAL, 1; FHHA1A;; ALDOSTERONE DEFICIENCY DUE TO DEFECT IN STEROID 18-HYDROXYLASE;; 18-HYDROXYLASE DEFICIENCY;; STEROID 18-HYDROXYLASE DEFICIENCY	
Number Sign	203450	ALEXANDER DISEASE; ALXDRD		
Number Sign	203500	ALKAPTONURIA; AKU	HOMOGENTISIC ACID OXIDASE DEFICIENCY	
NULL	203550	ALOPECIA-CONTRACTURES-DWARFISM MENTAL RETARDATION SYNDROME	ACD MENTAL RETARDATION SYNDROME	
NULL	203600	ALOPECIA-EPILEPSY-OLIGOPHRENIA SYNDROME OF MOYNAHAN	MOYNAHAN ALOPECIA SYNDROME	
Percent	203650	ALOPECIA-MENTAL RETARDATION SYNDROME 1; APMR1	AMR SYNDROME	
Number Sign	203655	ALOPECIA UNIVERSALIS CONGENITA; ALUNC	ATRICHIA, GENERALIZED	
Number Sign	203700	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A	ALPERS DIFFUSE DEGENERATION OF CEREBRAL GRAY MATTER WITH HEPATIC CIRRHOSIS;; ALPERS PROGRESSIVE INFANTILE POLIODYSTROPHY;; ALPERS SYNDROME;; ALPERS-HUTTENLOCHER SYNDROME;; NEURONAL DEGENERATION OF CHILDHOOD WITH LIVER DISEASE, PROGRESSIVE; PNDC	
Percent	203740	ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY	ALPHA-KGD DEFICIENCY;; 2-KETOGLUTARATE DEHYDROGENASE DEFICIENCY;; OXOGLUTARIC ACIDURIA	
Number Sign	203750	ALPHA-METHYLACETOACETIC ACIDURIA	2-METHYL-3-HYDROXYBUTYRIC ACIDEMIA;; BETA-KETOTHIOLASE DEFICIENCY;; MITOCHONDRIAL ACETOACETYL-CoA THIOLASE DEFICIENCY;; MAT DEFICIENCY;; T2 DEFICIENCY;; 3-OXOTHIOLASE DEFICIENCY;; 3-KETOTHIOLASE DEFICIENCY;; 3-KTD DEFICIENCY	
NULL	203760	ALPHA-2-DEFICIENT COLLAGEN DISEASE	MEIGEL DISEASE	
Number Sign	203780	ALPORT SYNDROME, AUTOSOMAL RECESSIVE		
Number Sign	203800	ALSTROM SYNDROME; ALMS	ALSS	
Number Sign	204000	LEBER CONGENITAL AMAUROSIS 1; LCA1	AMAUROSIS CONGENITA OF LEBER I;; LCA;; RETINAL BLINDNESS, CONGENITAL; CRB	
Number Sign	204100	LEBER CONGENITAL AMAUROSIS 2; LCA2	AMAUROSIS CONGENITA OF LEBER II	
NULL	204110	AMAUROSIS CONGENITA, CONE-ROD TYPE, WITH CONGENITAL HYPERTRICHOSIS		
Number Sign	204200	CEROID LIPOFUSCINOSIS, NEURONAL, 3; CLN3	NEURONAL CEROID LIPOFUSCINOSIS, JUVENILE; JNCL;; BATTEN DISEASE;; VOGT-SPIELMEYER DISEASE;; SPIELMEYER-SJOGREN DISEASE	
Number Sign	204300	CEROID LIPOFUSCINOSIS, NEURONAL, 4A, AUTOSOMAL RECESSIVE; CLN4A		
Number Sign	204500	CEROID LIPOFUSCINOSIS, NEURONAL, 2; CLN2	CEROID LIPOFUSCINOSIS, NEURONAL, 2, VARIABLE AGE AT ONSET;; JANSKY-BIELSCHOWSKY DISEASE	NEURONAL CEROID LIPOFUSCINOSIS, LATE INFANTILE, INCLUDED; LINCL, INCLUDED
Number Sign	204650	AMELOGENESIS IMPERFECTA, TYPE IC; AI1C	AMELOGENESIS IMPERFECTA, LOCAL HYPOPLASTIC TYPE, AUTOSOMAL RECESSIVE;; AMELOGENESIS IMPERFECTA, HYPOPLASTIC, WITH OR WITHOUT OPENBITE MALOCCLUSION, AUTOSOMAL RECESSIVE	
Number Sign	204690	AMELOGENESIS IMPERFECTA, TYPE IG; AI1G	ENAMEL-RENAL SYNDROME; ERS;; ENAMEL-RENAL-GINGIVAL SYNDROME;; AMELOGENESIS IMPERFECTA, HYPOPLASTIC, WITH NEPHROCALCINOSIS;; AMELOGENESIS IMPERFECTA AND GINGIVAL FIBROMATOSIS SYNDROME; AIGFS	
Number Sign	204700	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA1; AI2A1	AMELOGENESIS IMPERFECTA, PIGMENTED HYPOMATURATION TYPE, 1	
NULL	204730	AMINO ACIDURIA WITH MENTAL DEFICIENCY, DWARFISM, MUSCULAR DYSTROPHY, OSTEOPOROSIS, AND ACIDOSIS		
Number Sign	204750	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA; AMOXAD		
Percent	204800	AMOBARBITAL, DEFICIENT N-HYDROXYLATION OF		
NULL	204850	AMYLOIDOSIS OF GINGIVA AND CONJUNCTIVA, WITH MENTAL RETARDATION		
Number Sign	204870	CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE; GDLD	CDGDL;; AMYLOIDOSIS, CORNEAL;; AMYLOID CORNEAL DYSTROPHY, JAPANESE TYPE;; CORNEAL DYSTROPHY, LATTICE TYPE III;; LATTICE CORNEAL DYSTROPHY, TYPE III	
NULL	204900	AMYLOIDOSIS, CUTANEOUS BULLOUS		
NULL	205000	AMYOTONIA CONGENITA	OPPENHEIM DISEASE	
Number Sign	205100	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE; ALS2	ALS, JUVENILE; ALSJ	
Percent	205200	AMYOTROPHIC LATERAL SCLEROSIS, JUVENILE, WITH DEMENTIA	ALS-DEMENTIA COMPLEX	
NULL	205250	AMYOTROPHIC LATERAL SCLEROSIS WITH POLYGLUCOSAN BODIES		
Number Sign	205400	TANGIER DISEASE; TGD	HIGH DENSITY LIPOPROTEIN DEFICIENCY, TYPE 1; HDLDT1;; HIGH DENSITY LIPOPROTEIN DEFICIENCY, TANGIER TYPE;; ANALPHALIPOPROTEINEMIA	
NULL	205700	ANEMIA, AUTOIMMUNE HEMOLYTIC		
Number Sign	205950	ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY; SIDBA2		
NULL	206000	ANEMIA, SIDEROBLASTIC, PYRIDOXINE-RESPONSIVE, AUTOSOMAL RECESSIVE	ANEMIA, CONGENITAL SIDEROBLASTIC, B6-RESPONSIVE	
Number Sign	206100	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1; AHMIO1		
Number Sign	206200	IRON-REFRACTORY IRON DEFICIENCY ANEMIA; IRIDA	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH DEFECT IN IRON METABOLISM;; IRON-HANDLING DISORDER, HEREDITARY;; PSEUDO-IRON-DEFICIENCY ANEMIA	
NULL	206300	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, ASSOCIATED WITH ABNORMALITY OF RED CELL MEMBRANE		
NULL	206400	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, POSSIBLY DUE TO DEFECT IN PORPHYRIN METABOLISM		
Number Sign	206500	ANENCEPHALY; ANPH		
NULL	206550	ANGIOLIPOMATOSIS, FAMILIAL	ANGIOLIPOMA MICROTHROMBOTICUM	
Percent	206570	ANGIOMATOSIS, DIFFUSE CORTICOMENINGEAL, OF DIVRY AND VAN BOGAERT	DIVRY-VAN BOGAERT SYNDROME	
NULL	206600	ANHIDROSIS, FAMILIAL GENERALIZED, WITH ABNORMAL OR ABSENT SWEAT GLANDS		
Number Sign	206700	GILLESPIE SYNDROME; GLSP	ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL RETARDATION	
NULL	206750	ANIRIDIA, PARTIAL, WITH UNILATERAL RENAL AGENESIS AND PSYCHOMOTOR RETARDATION		
Percent	206780	ANODONTIA OF PERMANENT DENTITION	TEETH, PERMANENT, ABSENCE OF	
Number Sign	206800	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 4; NDNC4	ANONYCHIA/HYPONYCHIA CONGENITA;; ANONYCHIA TOTALIS	
Number Sign	206900	MICROPHTHALMIA, SYNDROMIC 3; MCOPS3	MICROPHTHALMIA AND ESOPHAGEAL ATRESIA SYNDROME;; ANOPHTHALMIA, CLINICAL, WITH ASSOCIATED ANOMALIES;; ANOPHTHALMIA-ESOPHAGEAL-GENITAL SYNDROME;; AEG SYNDROME	OPTIC NERVE HYPOPLASIA AND ABNORMALITIES OF THE CENTRAL NERVOUS SYSTEM, INCLUDED
Number Sign	206920	MICROPHTHALMIA WITH LIMB ANOMALIES; MLA	WAARDENBURG ANOPHTHALMIA SYNDROME;; ANOPHTHALMIA-SYNDACTYLY;; OPHTHALMOACROMELIC SYNDROME; OAS	
NULL	207000	ANOSMIA FOR ISOBUTYRIC ACID		
NULL	207300	ANTITHROMBIN, FAMILIAL HEMORRHAGIC DIATHESIS DUE TO		
Number Sign	207410	ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS; ABS2	TRAPEZOIDOCEPHALY-SYNOSTOSIS SYNDROME;; MULTISYNOSTOTIC OSTEODYSGENESIS WITH LONG BONE FRACTURES;; OSTEODYSGENESIS, MULTISYNOSTOTIC, WITH FRACTURES	
NULL	207500	ANUS, IMPERFORATE		
NULL	207600	TAKAYASU ARTERITIS	AORTIC ARCH SYNDROME;; YOUNG FEMALE ARTERITIS;; PULSELESS DISEASE	
NULL	207620	APHALANGY WITH HEMIVERTEBRAE		
NULL	207720	APNEA, CENTRAL SLEEP	SLEEP APNEA, LETHAL CENTRAL	
NULL	207731	APLASIA CUTIS CONGENITA WITH INTESTINAL LYMPHANGIECTASIA	ACC WITH INTESTINAL LYMPHANGIECTASIA	
NULL	207740	APLASIA OF EXTENSOR MUSCLES OF FINGERS, UNILATERAL, WITH GENERALIZED POLYNEUROPATHY		
Number Sign	207750	APOLIPOPROTEIN C-II DEFICIENCY	HYPERLIPOPROTEINEMIA, TYPE IB;; C-II ANAPOLIPOPROTEINEMIA;; APOC2 DEFICIENCY	
NULL	207770	APROSENCEPHALY SYNDROME	XK SYNDROME;; GARCIA-LURIE SYNDROME	
NULL	207780	AREDYLD	ACRORENAL FIELD DEFECT, ECTODERMAL DYSPLASIA, AND LIPOATROPHIC DIABETES	
NULL	207790	ARACHNOID CYSTS, INTRACRANIAL		
Number Sign	207800	ARGININEMIA	ARGINASE DEFICIENCY;; HYPERARGININEMIA;; ARG1 DEFICIENCY	
Number Sign	207900	ARGININOSUCCINIC ACIDURIA	ARGININOSUCCINASE DEFICIENCY;; ARGININOSUCCINATE LYASE DEFICIENCY;; ASL DEFICIENCY;; ARGININOSUCCINIC ACID LYASE DEFICIENCY	
Percent	207950	CHIARI MALFORMATION TYPE II	CM2;; ARNOLD-CHIARI MALFORMATION	
Number Sign	208000	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1; GACI1	GACI;; IDIOPATHIC INFANTILE ARTERIAL CALCIFICATION; IIAC;; ARTERIAL CALCIFICATION, IDIOPATHIC INFANTILE;; ARTERIOPATHY, OCCLUSIVE INFANTILE	CORONARY SCLEROSIS, MEDIAL, OF INFANCY, INCLUDED
Number Sign	208050	ARTERIAL TORTUOSITY SYNDROME; ATS	ARTERIAL TORTUOSITY	
Percent	208060	ARTERIOSCLEROSIS, SEVERE JUVENILE		
NULL	208080	ARTHROGRYPOSIS, DISTAL, WITH HYPOPITUITARISM, MENTAL RETARDATION, AND FACIAL ANOMALIES		
NULL	208081	ARTHROGRYPOSIS, DISTAL, WITH MENTAL RETARDATION AND CHARACTERISTIC FACIES		
Number Sign	208085	ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 1; ARCS1	ARC SYNDROME; ARCS	
Percent	208100	ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE; AMCN	AMC, NEUROGENIC TYPE	
Number Sign	208150	FETAL AKINESIA DEFORMATION SEQUENCE; FADS	PENA-SHOKEIR SYNDROME, TYPE I;; FETAL AKINESIA SEQUENCE;; ARTHROGRYPOSIS MULTIPLEX CONGENITA WITH PULMONARY HYPOPLASIA	
NULL	208155	ILLUM SYNDROME	ARTHROGRYPOSIS, WHISTLING FACE, AND DEVELOPMENTAL RETARDATION	
NULL	208158	ARTHROGRYPOSIS WITH HYPERKERATOSIS		
Number Sign	208230	ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD; PPAC	PROGRESSIVE PSEUDORHEUMATOID ARTHROPATHY OF CHILDHOOD;; SPONDYLOEPIPHYSEAL DYSPLASIA TARDA WITH PROGRESSIVE ARTHROPATHY; SEDT-PA;; PROGRESSIVE PSEUDORHEUMATOID DYSPLASIA; PPD	
Number Sign	208250	CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME; CACP	ARTHROPATHY-CAMPTODACTYLY SYNDROME;; HYPERTROPHIC SYNOVITIS, CONGENITAL FAMILIAL;; JACOBS SYNDROME;; FIBROSING SEROSITIS, FAMILIAL;; PERICARDITIS-ARTHROPATHY-CAMPTODACTYLY SYNDROME;; PAC SYNDROME;; CAMPTODACTYLY-ARTHROPATHY-PERICARDITIS SYNDROME;; CAP SYNDROME	
NULL	208300	ASCITES, CHYLOUS		
Number Sign	208400	ASPARTYLGLUCOSAMINURIA; AGU	GLYCOSYLASPARAGINASE DEFICIENCY;; ASPARTYLGLUCOSAMINIDASE DEFICIENCY;; AGA DEFICIENCY;; GLYCOASPARAGINASE;; ASPARTYLGLYCOSAMINURIA	
Percent	208500	SHORT-RIB THORACIC DYSPLASIA 1 WITH OR WITHOUT POLYDACTYLY; SRTD1	ASPHYXIATING THORACIC DYSTROPHY 1; ATD1;; JEUNE SYNDROME;; THORACIC-PELVIC-PHALANGEAL DYSTROPHY	
Number Sign	208530	RIGHT ATRIAL ISOMERISM; RAI	ASPLENIA WITH CARDIOVASCULAR ANOMALIES;; IVEMARK SYNDROME	POLYSPLENIA SYNDROME, INCLUDED;; POLYASPLENIA, INCLUDED;; HETEROTAXY, VISCEROATRIAL, AUTOSOMAL RECESSIVE, INCLUDED;; VAH, AUTOSOMAL RECESSIVE, INCLUDED
Number Sign	208540	RENAL-HEPATIC-PANCREATIC DYSPLASIA 1; RHPD1	RHPD	
Number Sign	208550	ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE	ASA TRIAD	ASTHMA, ASPIRIN-INDUCED, SUSCEPTIBILITY TO, INCLUDED;; ASTHMA AND NASAL POLYPS, INCLUDED
NULL	208600	ASTHMA, SHORT STATURE, AND ELEVATED IgA		
NULL	208700	ATAXIA WITH MYOCLONIC EPILEPSY AND PRESENILE DEMENTIA		
Percent	208750	ATAXIA, DEAFNESS, AND CARDIOMYOPATHY		
NULL	208850	ATAXIA-DEAFNESS-RETARDATION SYNDROME	ADR SYNDROME	
NULL	208870	ATAXIA-MICROCEPHALY-CATARACT SYNDROME	AMC SYNDROME	
Number Sign	208900	ATAXIA-TELANGIECTASIA; AT	AT1;; LOUIS-BAR SYNDROME	AT, COMPLEMENTATION GROUP A, INCLUDED; ATA, INCLUDED;; AT, COMPLEMENTATION GROUP C, INCLUDED; ATC, INCLUDED;; AT, COMPLEMENTATION GROUP D, INCLUDED; ATD, INCLUDED;; AT, COMPLEMENTATION GROUP E, INCLUDED; ATE, INCLUDED;; ATAXIA-TELANGIECTASIA VARIANT, INCLUDED
NULL	208910	ATAXIA-TELANGIECTASIA WITH GENERALIZED SKIN PIGMENTATION AND EARLY DEATH		
Number Sign	208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH	ATAXIA-OCULOMOTOR APRAXIA SYNDROME; AOA;; ATAXIA-OCULOMOTOR APRAXIA 1; AOA1;; ATAXIA-TELANGIECTASIA-LIKE SYNDROME;; CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA; EOCA-HA	ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED
NULL	209010	ATHEROSCLEROSIS, PREMATURE, WITH DEAFNESS, NEPHROPATHY, DIABETES MELLITUS, PHOTOMYOCLONUS, AND DEGENERATIVE NEUROLOGIC DISEASE		
NULL	209050	ATHROMBIA, ESSENTIAL		
Percent	209100	ATONIC-ASTATIC SYNDROME OF FOERSTER		
Number Sign	209300	ATRANSFERRINEMIA	HYPOTRANSFERRINEMIA, FAMILIAL	TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1, INCLUDED; TFQTL1, INCLUDED
Number Sign	209500	ATRICHIA WITH PAPULAR LESIONS; APL	PAPULAR ATRICHIA	
NULL	209600	ATRIOVENTRICULAR DISSOCIATION	A-V DISSOCIATION	
Percent	209700	ATROPHODERMA VERMICULATA; AVA	FOLLICULITIS ULERYTHEMATOSA RETICULATA;; ATROPHODERMIA VERMICULATA;; HONEYCOMB ATROPHY;; ATROPHODERMIA RETICULATA SYMMETRICA FACIEI	
NULL	209770	AURAL ATRESIA, MULTIPLE CONGENITAL ANOMALIES, AND MENTAL RETARDATION		
NULL	209800	AUSTRALIA ANTIGEN		
Percent	209850	AUTISM	AUTISTIC DISORDER	AUTISM, SUSCEPTIBILITY TO, 1, INCLUDED; AUTS1, INCLUDED;; AUTISM SPECTRUM DISORDER, INCLUDED; ASD, INCLUDED
Number Sign	209880	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS	AUTONOMIC CONTROL, CONGENITAL FAILURE OF;; ONDINE CURSE, CONGENITAL	ONDINE-HIRSCHSPRUNG DISEASE, INCLUDED; OHD, INCLUDED;; CCHS WITH HIRSCHSPRUNG DISEASE, INCLUDED;; HADDAD SYNDROME, INCLUDED
Number Sign	209885	BARBER-SAY SYNDROME; BBRSAY	BSS;; HYPERTRICHOSIS, ATROPHIC SKIN, ECTROPION, AND MACROSTOMIA	
